UMTS,455,5,12000,8650817,20,113.5612,22.2036,1125,17,1,1410081882,1693430182,0
UMTS,455,5,18000,8717322,225,113.5437,22.1939,1000,8,1,1410081879,1693446272,0
UMTS,455,5,18000,8718272,359,113.5437,22.1953,1000,19,1,1410081879,1693441403,0
UMTS,455,5,12000,8651176,103,113.5478,22.1977,1000,22,1,1410081879,1693446103,0
UMTS,455,5,18000,8717323,125,113.5435,22.1928,1000,11,1,1410081879,1693446364,0
UMTS,455,5,12000,8653438,490,113.5512,22.2031,1000,6,1,1410081882,1693444563,0
UMTS,455,5,12000,8653108,385,113.5476,22.2106,1000,5,1,1425004974,1693430755,0
UMTS,455,5,12000,8652438,334,113.551,22.1999,1000,8,1,1426941053,1693444883,0
UMTS,455,5,12000,8651178,105,113.5455,22.196,1000,6,1,1448496245,1693446193,0
UMTS,455,5,18000,8716483,55,113.5401,22.194,1000,7,1,1458843151,1693432492,0
UMTS,455,5,12000,8652587,350,113.5404,22.2066,1000,7,1,1439071261,1693431342,0
UMTS,455,5,12000,8652776,365,113.5393,22.2044,1000,2,1,1443742521,1693431312,0
UMTS,455,5,12000,8656956,344,113.5495,22.2149,1000,10,1,1458843149,1693430651,0
UMTS,455,5,12000,8653907,421,113.5425,22.1981,1000,11,1,1458843149,1693445873,0
UMTS,455,5,18000,8716472,51,113.5407,22.1959,1000,16,1,1458843150,1693440678,0
UMTS,455,5,12000,8652286,302,113.5495,22.1978,1000,13,1,1458843149,1693445363,0
UMTS,455,5,12000,8653457,453,113.5471,22.1984,1000,4,1,1438849854,1693445893,0
UMTS,455,5,18000,8716474,53,113.5405,22.1954,1000,6,1,1458843151,1693436582,0
UMTS,455,5,12000,8650828,24,113.5412,22.1979,1000,9,1,1458843149,1693442853,0
UMTS,455,5,12000,8653468,425,113.5462,22.1965,1000,8,1,1448496245,1693446153,0
UMTS,455,5,18000,8716484,56,113.5402,22.1949,1000,4,1,1441695651,1693432502,0
UMTS,455,5,12000,8651777,223,113.5367,22.1974,1000,8,1,1458843149,1693431690,0
UMTS,455,5,12000,8652287,303,113.5464,22.1962,1000,2,1,1448496245,1693443393,0
UMTS,455,5,12000,8650988,65,113.5395,22.1971,1000,7,1,1458843149,1693441883,0
UMTS,455,5,12000,8651776,222,113.5371,22.1993,1000,12,1,1458843149,1693431573,0
UMTS,455,5,12000,8654347,110,113.5405,22.2074,1000,3,1,1448315167,1693431129,0
UMTS,455,5,18000,8716502,57,113.5399,22.1938,1000,7,1,1458843151,1693432342,0
UMTS,455,5,18000,8716482,54,113.5405,22.1945,1000,5,1,1453336830,1693432802,0
UMTS,455,5,18000,8716473,52,113.541,22.1953,1000,8,1,1448360493,1693440107,0
UMTS,455,5,18000,8719463,468,113.5432,22.1915,1000,9,1,1458843151,1693446411,0
UMTS,455,5,18000,8719284,292,113.542,22.1964,1000,17,1,1458843151,1693441903,0
UMTS,455,5,18000,8719282,290,113.5426,22.1962,1000,9,1,1448496245,1693441793,0
UMTS,455,5,18000,8719283,291,113.5416,22.194,1000,6,1,1458843151,1693434192,0
LTE,455,1,2,72961,0,113.5518,22.2035,1000,2,1,1480531338,1734256742,0
LTE,455,1,1,78595,0,113.5494,22.21,1000,9,1,1462421144,1734256742,0
UMTS,455,5,12000,8650976,60,113.5494,22.1998,1000,2,1,1478949850,1693444513,0
UMTS,455,5,12000,8659546,201,113.5499,22.201,1000,4,1,1478949850,1693444263,0
LTE,455,1,2,115713,0,113.5522,22.203,1000,9,1,1478937960,1734256742,0
UMTS,455,5,12000,8652317,468,113.5534,22.2143,1000,6,1,1483225494,1693430609,0
UMTS,455,5,12000,8658636,81,113.5611,22.211,1000,14,1,1483225489,1693430548,0
LTE,455,1,1,53762,0,113.5489,22.2106,1000,13,1,1483427317,1734256742,0
UMTS,455,5,12000,8652006,266,113.5381,22.2023,1000,4,1,1483505488,1693431410,0
LTE,455,1,1,53763,0,113.5476,22.2113,1000,6,1,1486829530,1734256742,0
LTE,455,1,1,75777,0,113.5413,22.2111,1000,7,1,1488024485,1734256742,0
UMTS,455,5,12000,8659547,271,113.55,22.2004,1000,8,1,1490341269,1693444203,0
UMTS,455,5,18000,8725072,463,113.5443,22.1947,1000,3,1,1491017972,1693446209,0
LTE,455,1,1,37378,-1,113.5499,22.2088,1000,7,1,1668293467,1734256742,0
LTE,455,1,1,89091,-1,113.5472,22.2104,682,31,1,1668295837,1734256742,0
LTE,455,1,1,193281,-1,113.545,22.2105,1000,10,1,1668848074,1734256742,0
LTE,455,1,2,39940,-1,113.5506,22.2068,1000,5,1,1668850244,1734256742,0
UMTS,455,5,12000,8651177,104,113.5483,22.1962,1000,10,1,1669236105,1693445520,0
UMTS,455,5,12100,8659587,375,113.5763,22.2016,1000,2,1,1693429162,1693429393,0
UMTS,455,5,12100,8659586,462,113.5767,22.2009,1000,1,1,1693429092,1693429092,0
UMTS,455,5,12100,8660068,349,113.576,22.2022,1000,1,1,1693429462,1693429462,0
UMTS,455,5,12000,8660088,175,113.5749,22.2017,1000,11,1,1693429572,1693430140,0
UMTS,455,5,12000,8660086,482,113.575,22.2019,1000,6,1,1693429602,1693430092,0
UMTS,455,5,12000,8660087,483,113.5736,22.1999,1000,2,1,1693430142,1693430149,0
UMTS,455,5,12000,8660096,174,113.5726,22.2007,1000,6,1,1693430152,1693430182,0
UMTS,455,5,12000,8660097,413,113.5707,22.2034,1000,7,1,1693430192,1693430232,0
UMTS,455,5,12000,8662266,415,113.5659,22.2052,1000,15,1,1693430232,1693430330,0
UMTS,455,5,12000,8662267,484,113.5654,22.2035,1000,1,1,1693430272,1693430272,0
UMTS,455,5,12000,8662268,435,113.5649,22.2051,1000,5,1,1693430282,1693430308,0
UMTS,455,5,12000,8662926,297,113.5605,22.211,1000,9,1,1693430332,1693430562,0
UMTS,455,5,12000,8656927,56,113.56,22.2114,1000,1,1,1693430392,1693430392,0
UMTS,455,5,12000,8656716,10,113.5591,22.2117,1000,3,1,1693430512,1693430548,0
UMTS,455,5,12000,8662927,298,113.5567,22.2131,1000,3,1,1693430562,1693430571,0
UMTS,455,5,12000,8652316,467,113.5553,22.2136,1000,4,1,1693430572,1693430590,0
UMTS,455,5,12000,8661228,36,113.5517,22.2148,1000,3,1,1693430612,1693430619,0
UMTS,455,5,12000,8652248,80,113.5507,22.2147,1000,3,1,1693430622,1693430631,0
UMTS,455,5,12000,8661698,107,113.5495,22.2134,1000,2,1,1693430652,1693430703,0
UMTS,455,5,12000,8663108,274,113.5484,22.2119,1000,4,1,1693430712,1693430742,0
UMTS,455,5,12000,8651916,249,113.5486,22.2126,1000,3,1,1693430722,1693430729,0
UMTS,455,5,12000,8653107,384,113.5451,22.2106,1000,12,1,1693430762,1693431052,0
UMTS,455,5,12000,8662147,128,113.5415,22.2105,1000,2,1,1693431062,1693431070,0
UMTS,455,5,12000,8656017,173,113.5419,22.2091,1000,4,1,1693431072,1693431092,0
UMTS,455,5,12000,8656016,174,113.5414,22.2077,1000,2,1,1693431112,1693431121,0
UMTS,455,5,12000,8662956,26,113.5406,22.2058,1000,5,1,1693431182,1693431280,0
UMTS,455,5,12000,8662958,95,113.5398,22.2048,1000,8,1,1693431202,1693431342,0
UMTS,455,5,12000,8654348,111,113.5388,22.2044,1000,1,1,1693431322,1693431322,0
UMTS,455,5,12000,8661306,294,113.5378,22.2036,1000,3,1,1693431342,1693431361,0
UMTS,455,5,12000,8652778,367,113.5379,22.203,1000,1,1,1693431362,1693431362,0
UMTS,455,5,12000,8662256,386,113.5379,22.2026,1000,2,1,1693431372,1693431401,0
UMTS,455,5,12000,8661917,322,113.5376,22.2014,1000,2,1,1693431412,1693431421,0
UMTS,455,5,12000,8662258,409,113.5373,22.2005,1000,3,1,1693431432,1693431502,0
UMTS,455,5,12000,8654747,479,113.5367,22.1979,1000,1,1,1693431622,1693431622,0
UMTS,455,5,18000,8725543,138,113.5379,22.1951,1000,6,1,1693431702,1693431897,0
UMTS,455,5,18000,8725542,154,113.5391,22.194,1000,2,1,1693431912,1693431954,0
UMTS,455,5,18000,8725062,239,113.5417,22.1945,1000,5,1,1693433012,1693433859,0
UMTS,455,5,18000,8725063,458,113.5427,22.1946,1000,5,1,1693433882,1693434212,0
UMTS,455,5,18000,8726554,408,113.5435,22.1948,1000,5,1,1693433982,1693446200,0
UMTS,455,5,18000,8725074,462,113.5432,22.1952,1000,5,1,1693434262,1693434442,0
UMTS,455,5,12000,8660967,44,113.5411,22.1967,1000,10,1,1693435412,1693441113,0
UMTS,455,5,12000,8660966,42,113.5411,22.1972,1000,15,1,1693435482,1693442703,0
UMTS,455,5,18000,8660967,292,113.5413,22.1964,1000,2,1,1693436482,1693441103,0
UMTS,455,5,12000,8661838,309,113.5424,22.1976,1000,20,1,1693441293,1693443152,0
UMTS,455,5,12000,8656898,278,113.5427,22.197,1000,2,1,1693441323,1693441453,0
UMTS,455,5,12000,8660526,411,113.5446,22.1966,1000,7,1,1693441433,1693446193,0
UMTS,455,5,12000,8661836,49,113.5464,22.1981,1000,5,1,1693441973,1693444483,0
UMTS,455,5,12000,8660527,209,113.5452,22.197,1000,2,1,1693443173,1693443323,0
UMTS,455,5,12000,8660528,175,113.5484,22.1981,1000,11,1,1693443513,1693445738,0
UMTS,455,5,12000,8659548,270,113.5497,22.199,1000,6,1,1693443673,1693444833,0
UMTS,455,5,12000,8652437,333,113.5511,22.1995,1000,7,1,1693444183,1693444978,0
UMTS,455,5,12000,8654327,50,113.5515,22.1987,1000,6,1,1693444373,1693444913,0
UMTS,455,5,12000,8661916,321,113.5522,22.1996,1000,3,1,1693444383,1693444423,0
UMTS,455,5,12000,8661387,258,113.5514,22.1986,1000,2,1,1693444533,1693445003,0
UMTS,455,5,12000,8661837,289,113.5472,22.1977,1000,1,1,1693445763,1693445763,0
UMTS,455,5,18000,8725073,461,113.5439,22.1943,1000,1,1,1693446213,1693446213,0
UMTS,455,5,18000,8726552,251,113.5429,22.192,1000,1,1,1693446384,1693446384,0
UMTS,455,5,18000,8724003,475,113.5423,22.1914,1000,1,1,1693446464,1693446464,0
LTE,455,1,1,92673,-1,113.5374,22.2095,1000,8,1,1734236138,1734256742,0
LTE,455,1,1,94209,-1,113.5365,22.2096,1000,2,1,1734236156,1734256742,0
LTE,455,1,1,188673,-1,113.5392,22.2107,1000,4,1,1734236196,1734256742,0
LTE,455,1,1,188680,-1,113.54,22.2112,1000,2,1,1734236216,1734256742,0
LTE,455,1,1,86019,-1,113.543,22.2108,1000,3,1,1734236336,1734256742,0
LTE,455,1,1,37388,-1,113.5495,22.2091,1000,1,1,1734236626,1734236626,0
LTE,455,1,1,37377,-1,113.5509,22.2078,1000,2,1,1734236756,1734256742,0
LTE,455,1,2,65793,-1,113.5513,22.2057,1000,4,1,1734236826,1734256742,0
UMTS,455,1,70,475653,0,113.5817,22.2074,1000,1,1,1736322437,1736322437,0
